Ticker,Nazwa,Kwartały,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów
STALEXPORT-AUTOSTRADY,STALEXP,2017/Q3,"25,59%","11,43%","74,52%","53,83%","73,19%","68,41%","84,06%","15,83%"
STALEXPORT-AUTOSTRADY,STALEXP,2017/Q4,"22,12%","10,66%","67,88%","48,11%","66,64%","62,22%","77,89%","15,05%"
STALEXPORT-AUTOSTRADY,STALEXP,2018/Q1,"20,53%","10,30%","64,72%","46,05%","63,55%","59,63%","74,85%","14,48%"
STALEXPORT-AUTOSTRADY,STALEXP,2018/Q2,"23,88%","12,57%","71,58%","51,92%","70,33%","67,04%","82,00%","17,32%"
STALEXPORT-AUTOSTRADY,STALEXP,2018/Q3,"22,97%","12,70%","71,77%","52,75%","70,57%","68,03%","82,05%","17,28%"
STALEXPORT-AUTOSTRADY,STALEXP,2018/Q4,"22,49%","13,71%","72,12%","53,82%","70,02%","69,88%","84,49%","18,37%"
STALEXPORT-AUTOSTRADY,STALEXP,2019/Q1,"18,81%","11,14%","61,75%","44,50%","59,63%","60,17%","84,15%","15,46%"
STALEXPORT-AUTOSTRADY,STALEXP,2019/Q2,"17,11%","9,86%","52,25%","37,00%","50,22%","51,30%","77,26%","13,93%"
STALEXPORT-AUTOSTRADY,STALEXP,2019/Q3,"10,92%","6,41%","39,88%","23,69%","37,68%","38,85%","78,01%","10,79%"
STALEXPORT-AUTOSTRADY,STALEXP,2019/Q4,"9,60%","5,71%","36,74%","21,49%","35,10%","35,50%","74,65%","9,77%"
STALEXPORT-AUTOSTRADY,STALEXP,2020/Q1,"12,51%","7,77%","45,17%","29,59%","42,47%","44,18%","73,99%","11,86%"
STALEXPORT-AUTOSTRADY,STALEXP,2020/Q2,"8,80%","5,34%","37,88%","22,73%","34,79%","36,89%","71,87%","8,89%"
STALEXPORT-AUTOSTRADY,STALEXP,2020/Q3,"13,66%","8,55%","45,23%","38,96%","41,64%","44,92%","66,67%","9,93%"
STALEXPORT-AUTOSTRADY,STALEXP,2020/Q4,"10,13%","6,09%","34,64%","30,14%","31,93%","34,16%","66,82%","7,00%"
STALEXPORT-AUTOSTRADY,STALEXP,2021/Q1,"11,73%","5,90%","33,53%","29,66%","31,88%","33,01%","65,79%","6,67%"
STALEXPORT-AUTOSTRADY,STALEXP,2021/Q2,"13,52%","7,70%","35,87%","31,72%","34,51%","35,38%","67,06%","8,71%"
STALEXPORT-AUTOSTRADY,STALEXP,2021/Q3,"12,16%","7,15%","38,75%","28,48%","37,89%","38,22%","67,90%","9,72%"
STALEXPORT-AUTOSTRADY,STALEXP,2021/Q4,"11,41%","6,71%","34,80%","25,14%","33,55%","34,33%","65,26%","9,28%"
STALEXPORT-AUTOSTRADY,STALEXP,2022/Q1,"11,23%","6,59%","34,41%","24,47%","33,19%","33,49%","63,95%","9,27%"
STALEXPORT-AUTOSTRADY,STALEXP,2022/Q2,"11,45%","6,94%","33,31%","22,96%","32,04%","32,68%","57,61%","10,07%"
STALEXPORT-AUTOSTRADY,STALEXP,2022/Q3,"10,92%","6,72%","31,70%","22,58%","30,45%","32,22%","55,79%","9,44%"
STALEXPORT-AUTOSTRADY,STALEXP,2022/Q4,"9,75%","5,54%","25,67%","19,16%","24,92%","28,08%","53,77%","7,43%"
STALEXPORT-AUTOSTRADY,STALEXP,2023/Q1,"9,86%","5,58%","24,22%","19,65%","22,93%","28,66%","52,44%","6,88%"
STALEXPORT-AUTOSTRADY,STALEXP,2023/Q2,"12,56%","5,90%","23,20%","19,03%","21,94%","27,61%","61,15%","7,19%"
STALEXPORT-AUTOSTRADY,STALEXP,2023/Q3,"13,90%","6,88%","26,44%","21,78%","25,09%","30,96%","64,35%","8,35%"
STALEXPORT-AUTOSTRADY,STALEXP,2023/Q4,"14,53%","7,08%","23,79%","21,47%","22,17%","27,73%","66,51%","7,84%"
STALEXPORT-AUTOSTRADY,STALEXP,2024/Q1,"16,20%","8,35%","27,69%","24,60%","26,63%","30,92%","68,50%","9,40%"
STALEXPORT-AUTOSTRADY,STALEXP,2024/Q2,"16,24%","9,23%","23,35%","20,66%","22,91%","26,78%","66,54%","10,44%"
STALEXPORT-AUTOSTRADY,STALEXP,2024/Q3,"15,98%","9,48%","25,26%","22,05%","24,94%","28,47%","67,19%","10,86%"
STALEXPORT-AUTOSTRADY,STALEXP,2024/Q4,"17,19%","10,74%","29,58%","22,96%","29,11%","32,70%","68,40%","13,83%"
STALEXPORT-AUTOSTRADY,STALEXP,2025/Q1,"16,27%","10,43%","31,03%","23,11%","31,60%","34,43%","67,42%","14,01%"
SVE,SNTVERSE,2008/Q4,"34,18%","19,22%","17,76%","15,32%","18,99%","19,23%",,"22,28%"
SVE,SNTVERSE,2009/Q4,"12,40%","3,34%","8,98%","4,90%","9,27%","6,21%",,"6,11%"
SVE,SNTVERSE,2010/Q4,"18,07%","3,46%","13,96%","7,56%","2,46%","9,76%",,"6,39%"
SVE,SNTVERSE,2011/Q2,"-5,11%","-2,33%","-2,67%","-7,78%","5,65%","-8,42%",,"-0,80%"
SVE,SNTVERSE,2011/Q3,"-6,27%","-2,91%","-5,07%","-9,50%","0,76%","-10,51%",,"-1,55%"
SVE,SNTVERSE,2011/Q4,"1,05%","0,49%","7,23%","1,39%","7,13%","3,00%",,"2,58%"
SVE,SNTVERSE,2012/Q1,"-0,27%","-0,12%","4,17%","-0,34%","4,70%","-0,17%",,"1,53%"
SVE,SNTVERSE,2012/Q2,"0,22%","0,10%","5,97%","0,25%","6,16%","1,67%",,"2,32%"
SVE,SNTVERSE,2012/Q3,"0,60%","0,31%","3,11%","0,72%","3,49%","2,43%",,"1,35%"
SVE,SNTVERSE,2012/Q4,"-11,87%","-5,64%","-17,61%","-15,61%","-10,46%","-18,66%",,"-6,37%"
SVE,SNTVERSE,2013/Q1,"-11,27%","-5,35%","-17,54%","-16,76%","-10,14%","-18,85%",,"-5,60%"
SVE,SNTVERSE,2013/Q2,"-10,26%","-4,90%","-18,10%","-16,02%","-9,65%","-18,59%",,"-5,53%"
SVE,SNTVERSE,2013/Q3,"-4,99%","-2,38%","-3,16%","-7,16%","3,39%","-9,28%",,"-1,05%"
SVE,SNTVERSE,2013/Q4,"4,00%","2,37%","14,19%","6,51%","16,56%","7,86%",,"5,17%"
SVE,SNTVERSE,2014/Q1,"3,10%","1,81%","11,27%","5,34%","13,89%","5,14%",,"3,81%"
SVE,SNTVERSE,2014/Q2,"2,81%","1,46%","11,56%","4,72%","15,13%","4,54%",,"3,59%"
SVE,SNTVERSE,2014/Q3,"-2,62%","-1,19%","2,86%","-3,90%","7,55%","-4,54%",,"0,87%"
SVE,SNTVERSE,2014/Q4,"0,20%","0,10%","9,02%","0,34%","10,98%","0,41%","47,07%","2,70%"
SVE,SNTVERSE,2015/Q1,"-3,92%","-1,65%","3,26%","-7,22%","5,58%","-7,49%","56,18%","0,75%"
SVE,SNTVERSE,2015/Q2,"-4,57%","-1,67%","1,46%","-7,49%","2,33%","-7,68%","60,17%","0,33%"
SVE,SNTVERSE,2015/Q3,"-4,45%","-1,49%","0,00%","-7,85%","-0,84%","-8,69%","75,01%","0,00%"
SVE,SNTVERSE,2015/Q4,"-186,17%","-22,41%","-78,07%","-87,45%","-20,41%","-94,11%","18,50%","-20,01%"
SVE,SNTVERSE,2016/Q1,"-174,41%","-21,47%","-67,56%","-74,82%","-15,40%","-80,01%","22,12%","-19,39%"
SVE,SNTVERSE,2016/Q2,"-433,31%","-31,93%","-87,84%","-98,06%","-17,51%","-104,69%","22,53%","-28,61%"
SVE,SNTVERSE,2016/Q3,"-648,26%","-33,83%","-88,13%","-99,52%","-17,87%","-103,58%","24,52%","-29,96%"
SVE,SNTVERSE,2016/Q4,"-2 083,05%","-20,84%","-76,47%","-64,60%","-10,73%","-84,73%","36,62%","-24,67%"
SVE,SNTVERSE,2017/Q1,"-50,75%","-15,91%","-76,39%","-65,40%","-12,03%","-86,02%","34,13%","-18,58%"
SVE,SNTVERSE,2017/Q2,"-66,74%","-17,94%","-107,32%","-79,01%","-22,99%","-114,02%","30,78%","-24,37%"
SVE,SNTVERSE,2017/Q3,"-59,24%","-16,43%","-98,89%","-70,52%","-15,40%","-108,06%","40,99%","-23,04%"
SVE,SNTVERSE,2017/Q4,"1,02%","0,49%","15,46%","1,87%","-12,40%","5,36%","44,71%","4,01%"
SVE,SNTVERSE,2018/Q1,"1,30%","0,67%","19,15%","2,73%","-10,93%","6,82%","48,74%","4,66%"
SVE,SNTVERSE,2018/Q2,"17,42%","8,81%","62,82%","34,43%","1,11%","51,28%","55,18%","16,08%"
SVE,SNTVERSE,2018/Q3,"16,78%","8,87%","60,17%","32,70%","-0,37%","49,45%","49,26%","16,33%"
SVE,SNTVERSE,2018/Q4,"-106,62%","-37,58%","-109,74%","-100,37%","0,51%","-118,35%","50,02%","-41,08%"
SVE,SNTVERSE,2019/Q1,"-103,64%","-36,52%","-99,19%","-90,66%","3,81%","-106,82%","51,23%","-39,96%"
SVE,SNTVERSE,2019/Q2,"-98,44%","-34,97%","-93,01%","-84,06%","5,16%","-99,18%","51,11%","-38,69%"
SVE,SNTVERSE,2019/Q3,"-93,73%","-35,23%","-90,71%","-82,81%","9,48%","-97,39%","54,12%","-38,60%"
SVE,SNTVERSE,2019/Q4,"7,55%","3,06%","14,62%","6,35%","15,03%","9,51%","54,35%","7,05%"
SVE,SNTVERSE,2020/Q1,"10,06%","4,38%","17,63%","8,61%","17,81%","12,35%","54,76%","8,97%"
SVE,SNTVERSE,2020/Q2,"7,72%","3,18%","14,77%","6,41%","15,97%","9,64%","51,97%","7,33%"
SVE,SNTVERSE,2020/Q3,"6,94%","2,89%","12,64%","5,73%","11,35%","8,59%","49,01%","6,37%"
SVE,SNTVERSE,2020/Q4,"11,90%","5,17%","14,76%","11,05%","12,19%","10,74%","51,21%","6,90%"
SVE,SNTVERSE,2021/Q1,"5,84%","2,48%","8,02%","5,98%","6,37%","3,90%","50,87%","3,33%"
SVE,SNTVERSE,2021/Q2,"9,21%","4,90%","17,30%","13,57%","16,09%","14,01%","53,90%","6,25%"
SVE,SNTVERSE,2021/Q3,"8,21%","4,65%","15,48%","12,46%","16,82%","12,34%","55,34%","5,77%"
SVE,SNTVERSE,2021/Q4,"5,70%","3,64%","17,48%","10,32%","18,93%","14,32%","55,08%","6,16%"
SVE,SNTVERSE,2022/Q1,"6,34%","3,84%","17,00%","10,57%","17,11%","14,63%","51,68%","6,17%"
SVE,SNTVERSE,2022/Q2,"5,82%","3,63%","16,65%","10,17%","16,60%","14,23%","54,02%","5,93%"
SVE,SNTVERSE,2022/Q3,"8,41%","5,16%","19,22%","12,96%","20,80%","17,66%","55,11%","7,65%"
SVE,SNTVERSE,2022/Q4,"5,76%","3,73%","19,53%","12,07%","21,47%","16,56%","55,44%","6,03%"
SVE,SNTVERSE,2023/Q1,"7,13%","4,37%","21,65%","14,10%","24,00%","18,93%","56,85%","6,70%"
SVE,SNTVERSE,2023/Q2,"6,76%","3,82%","20,33%","12,76%","23,08%","17,06%","56,67%","6,09%"
SVE,SNTVERSE,2023/Q3,"3,23%","1,53%","12,92%","6,56%","16,08%","9,42%","58,16%","3,00%"
SVE,SNTVERSE,2023/Q4,"4,22%","1,79%","14,76%","8,12%","17,45%","11,21%","60,00%","3,25%"
SVE,SNTVERSE,2024/Q1,"3,23%","1,24%","12,54%","5,99%","15,98%","8,50%","60,39%","2,60%"
SVE,SNTVERSE,2024/Q2,"2,18%","0,84%","10,93%","4,31%","12,69%","6,69%","60,69%","2,14%"
SVE,SNTVERSE,2024/Q3,"3,91%","1,53%","14,64%","7,10%","14,56%","9,68%","60,88%","3,16%"
SVE,SNTVERSE,2024/Q4,"6,22%","2,53%","17,32%","10,52%","17,12%","13,44%","61,67%","4,16%"
SVE,SNTVERSE,2025/Q1,"6,12%","2,48%","16,85%","10,39%","14,98%","13,93%","63,16%","4,02%"
SVRS,SILVAIR-REGS,2015/Q4,"-34,21%","-26,14%","-341,06%","-368,91%","-340,47%","-443,40%","37,83%","-24,16%"
SVRS,SILVAIR-REGS,2016/Q4,"-48,73%","-45,26%","-4 812,05%","-5 478,31%","-4 772,29%","-5 791,57%","49,40%","-39,75%"
SVRS,SILVAIR-REGS,2017/Q4,"-37,78%","-31,91%","-6 289,19%","-8 116,22%","-5 754,05%","-6 686,49%","72,97%","-24,73%"
SVRS,SILVAIR-REGS,2018/Q2,"-39,34%","-30,23%","-31 291,78%","-30 328,52%","-29 836,47%","-34 195,04%","118,81%","-31,19%"
SVRS,SILVAIR-REGS,2018/Q3,"-25,59%","-21,57%","-70 132,51%","-61 281,81%","-67 521,26%","-71 240,10%","158,48%","-24,69%"
SVRS,SILVAIR-REGS,2018/Q4,"-26,29%","-21,10%","-14 776,19%","-13 138,10%","-14 895,24%","-15 257,14%","100,00%","-23,73%"
SVRS,SILVAIR-REGS,2019/Q1,"-27,14%","-22,45%","-4 314,59%","-4 090,87%","-4 363,41%","-4 801,41%","-193,10%","-23,68%"
SVRS,SILVAIR-REGS,2019/Q2,"-27,29%","-21,73%","-2 080,31%","-1 925,58%","-2 080,88%","-2 066,98%","-195,73%","-23,47%"
SVRS,SILVAIR-REGS,2019/Q3,"-30,67%","-21,65%","-1 714,52%","-1 706,00%","-1 704,90%","-1 727,62%","-255,03%","-21,76%"
SVRS,SILVAIR-REGS,2019/Q4,"-51,06%","-31,21%","-2 104,52%","-2 184,75%","-1 731,64%","-2 192,66%","-312,43%","-30,07%"
SVRS,SILVAIR-REGS,2020/Q1,"-65,25%","-35,59%","-2 099,67%","-2 371,36%","-1 747,23%","-2 367,43%","-303,53%","-31,51%"
SVRS,SILVAIR-REGS,2020/Q2,"-59,23%","-31,57%","-1 746,89%","-1 893,19%","-1 437,97%","-1 932,72%","-277,08%","-29,13%"
SVRS,SILVAIR-REGS,2020/Q3,"-55,45%","-25,47%","-1 022,17%","-1 101,40%","-851,94%","-1 150,89%","-154,05%","-23,64%"
SVRS,SILVAIR-REGS,2020/Q4,"-29,44%","-17,94%","-664,78%","-701,34%","-702,69%","-684,68%","-116,13%","-17,01%"
SVRS,SILVAIR-REGS,2021/Q1,"-34,95%","-20,56%","-495,74%","-599,99%","-525,67%","-586,57%","-89,89%","-16,99%"
SVRS,SILVAIR-REGS,2021/Q2,"-38,64%","-22,06%","-472,37%","-557,04%","-493,32%","-492,11%","-87,46%","-18,71%"
SVRS,SILVAIR-REGS,2021/Q3,"-54,04%","-28,76%","-454,33%","-630,75%","-461,41%","-560,22%","-79,42%","-20,72%"
SVRS,SILVAIR-REGS,2021/Q4,"-34,14%","-24,33%","-329,77%","-476,74%","-345,58%","-453,95%","-63,72%","-16,83%"
SVRS,SILVAIR-REGS,2022/Q1,"-32,11%","-22,37%","-270,98%","-360,68%","-285,73%","-344,03%","-39,11%","-16,80%"
SVRS,SILVAIR-REGS,2022/Q2,"-43,78%","-26,79%","-221,99%","-373,45%","-232,87%","-382,98%","-18,68%","-15,93%"
SVRS,SILVAIR-REGS,2022/Q3,"-61,55%","-34,42%","-144,70%","-359,84%","-151,47%","-367,71%","8,27%","-13,84%"
SVRS,SILVAIR-REGS,2022/Q4,"-33,30%","-18,93%","-156,14%","-167,41%","-123,71%","-191,27%","18,46%","-17,66%"
SVRS,SILVAIR-REGS,2023/Q1,"-20,35%","-15,31%","-113,37%","-112,15%","-84,73%","-131,18%","29,27%","-15,47%"
SVRS,SILVAIR-REGS,2023/Q2,"-11,87%","-8,23%","-79,42%","-54,48%","-54,11%","-71,71%","38,33%","-12,00%"
SVRS,SILVAIR-REGS,2023/Q3,"6,79%","4,58%","-74,59%","29,68%","-48,70%","14,17%","36,12%","-11,50%"
SVRS,SILVAIR-REGS,2023/Q4,"-14,24%","-9,47%","-51,42%","-64,50%","-49,25%","-61,31%","33,08%","-7,55%"
SVRS,SILVAIR-REGS,2024/Q1,"-18,20%","-10,97%","-65,12%","-79,38%","-63,60%","-76,70%","23,17%","-9,00%"
SVRS,SILVAIR-REGS,2024/Q2,"-20,99%","-12,18%","-76,91%","-93,83%","-78,02%","-89,87%","12,31%","-9,98%"
SVRS,SILVAIR-REGS,2024/Q3,"-18,66%","-10,85%","-67,48%","-79,57%","-69,87%","-78,93%","13,10%","-9,20%"
SVRS,SILVAIR-REGS,2024/Q4,"-10,39%","-5,89%","-24,40%","-31,16%","-26,61%","-29,77%","33,57%","-4,61%"
SVRS,SILVAIR-REGS,2025/Q1,"-1,50%","-0,88%","1,43%","-3,89%","-1,10%","-3,05%","45,75%","0,32%"
SECO-WARWICK,SECOGROUP,2007/Q4,"15,18%","9,29%","8,25%","8,02%","8,24%","9,74%","21,29%","9,56%"
SECO-WARWICK,SECOGROUP,2008/Q4,"8,87%","5,83%","9,69%","5,60%","10,20%","6,53%","23,81%","10,08%"
SECO-WARWICK,SECOGROUP,2009/Q1,"9,67%","6,65%","13,01%","7,17%","13,33%","7,93%","28,14%","12,08%"
SECO-WARWICK,SECOGROUP,2009/Q2,"8,25%","5,97%","12,31%","6,76%","12,57%","7,38%","29,69%","10,87%"
SECO-WARWICK,SECOGROUP,2009/Q3,"3,65%","2,84%","9,61%","3,43%","10,15%","4,43%","30,32%","7,97%"
SECO-WARWICK,SECOGROUP,2009/Q4,"-0,58%","-0,45%","0,50%","-0,78%","0,04%","0,62%","27,60%","0,29%"
SECO-WARWICK,SECOGROUP,2010/Q1,"-5,69%","-4,29%","-12,88%","-8,82%","-12,99%","-8,33%","19,21%","-6,27%"
SECO-WARWICK,SECOGROUP,2010/Q2,"-3,38%","-2,46%","-6,89%","-4,71%","-7,05%","-3,13%","20,77%","-3,60%"
SECO-WARWICK,SECOGROUP,2010/Q3,"0,78%","0,56%","-0,47%","0,86%","-0,95%","1,48%","23,10%","-0,30%"
SECO-WARWICK,SECOGROUP,2010/Q4,"7,29%","4,48%","0,40%","7,79%","1,08%","7,84%","22,16%","0,23%"
SECO-WARWICK,SECOGROUP,2011/Q1,"9,45%","5,37%","3,91%","7,81%","4,62%","8,83%","23,34%","2,69%"
SECO-WARWICK,SECOGROUP,2011/Q2,"10,13%","6,06%","3,65%","7,06%","4,36%","7,81%","22,50%","3,13%"
SECO-WARWICK,SECOGROUP,2011/Q3,"13,22%","7,72%","8,17%","8,71%","8,94%","10,64%","25,04%","7,24%"
SECO-WARWICK,SECOGROUP,2011/Q4,"6,52%","3,87%","7,82%","4,07%","7,98%","5,32%","24,86%","7,44%"
SECO-WARWICK,SECOGROUP,2012/Q1,"9,06%","5,49%","9,17%","5,07%","9,15%","6,86%","25,10%","9,93%"
SECO-WARWICK,SECOGROUP,2012/Q2,"11,01%","6,76%","10,45%","5,99%","10,29%","8,23%","25,94%","11,79%"
SECO-WARWICK,SECOGROUP,2012/Q3,"9,36%","5,54%","8,52%","5,07%","8,31%","7,23%","24,60%","9,30%"
SECO-WARWICK,SECOGROUP,2012/Q4,"11,29%","6,60%","7,78%","5,67%","7,84%","7,95%","23,94%","9,07%"
SECO-WARWICK,SECOGROUP,2013/Q1,"10,93%","6,23%","7,70%","5,64%","7,75%","8,01%","23,93%","8,50%"
SECO-WARWICK,SECOGROUP,2013/Q2,"10,71%","5,42%","7,72%","5,47%","8,09%","7,95%","24,74%","7,66%"
SECO-WARWICK,SECOGROUP,2013/Q3,"9,04%","4,61%","6,00%","4,60%","6,08%","6,12%","23,30%","6,02%"
SECO-WARWICK,SECOGROUP,2013/Q4,"6,08%","3,14%","3,45%","3,12%","3,85%","3,82%","23,34%","3,47%"
SECO-WARWICK,SECOGROUP,2014/Q1,"5,31%","2,74%","3,20%","2,93%","3,41%","3,32%","24,09%","2,99%"
SECO-WARWICK,SECOGROUP,2014/Q2,"3,12%","1,59%","0,55%","1,79%","0,75%","1,18%","22,71%","0,49%"
SECO-WARWICK,SECOGROUP,2014/Q3,"1,06%","0,52%","-0,76%","0,64%","1,28%","-0,65%","23,70%","-0,61%"
SECO-WARWICK,SECOGROUP,2014/Q4,"-6,41%","-3,18%","2,10%","-3,63%","3,59%","-3,96%","23,84%","1,84%"
SECO-WARWICK,SECOGROUP,2015/Q1,"-6,24%","-2,60%","1,99%","-3,32%","3,77%","-3,61%","24,07%","1,56%"
SECO-WARWICK,SECOGROUP,2015/Q2,"-5,62%","-2,49%","3,55%","-2,85%","4,99%","-2,80%","24,63%","3,10%"
SECO-WARWICK,SECOGROUP,2015/Q3,"-4,99%","-2,16%","4,91%","-2,42%","5,04%","-1,10%","24,58%","4,38%"
SECO-WARWICK,SECOGROUP,2015/Q4,"-28,32%","-10,04%","-8,37%","-10,32%","1,14%","-9,65%","20,69%","-8,15%"
SECO-WARWICK,SECOGROUP,2016/Q1,"-29,38%","-10,61%","-8,44%","-10,36%","0,47%","-9,89%","18,79%","-8,64%"
SECO-WARWICK,SECOGROUP,2016/Q2,"-29,33%","-10,61%","-6,89%","-10,00%","1,42%","-8,94%","18,63%","-7,31%"
SECO-WARWICK,SECOGROUP,2016/Q3,"-26,23%","-9,79%","-6,92%","-9,08%","2,01%","-8,23%","18,40%","-7,46%"
SECO-WARWICK,SECOGROUP,2016/Q4,"9,88%","3,81%","5,61%","3,49%","6,30%","3,33%","22,61%","6,12%"
SECO-WARWICK,SECOGROUP,2017/Q1,"8,82%","3,36%","4,43%","3,15%","4,93%","2,78%","21,83%","4,73%"
SECO-WARWICK,SECOGROUP,2017/Q2,"0,91%","0,32%","-0,23%","0,30%","0,07%","-0,39%","17,91%","-0,25%"
SECO-WARWICK,SECOGROUP,2017/Q3,"-3,58%","-1,24%","-1,66%","-1,19%","-2,58%","-2,05%","15,70%","-1,72%"
SECO-WARWICK,SECOGROUP,2017/Q4,"-27,68%","-8,65%","-5,23%","-8,65%","-5,23%","-4,29%","12,73%","-5,23%"
SECO-WARWICK,SECOGROUP,2018/Q1,"-25,24%","-7,72%","-3,90%","-8,11%","-3,58%","-3,41%","13,93%","-3,71%"
SECO-WARWICK,SECOGROUP,2018/Q2,"-11,51%","-3,67%","0,89%","-3,74%","1,36%","0,47%","17,83%","0,87%"
SECO-WARWICK,SECOGROUP,2018/Q3,"-8,00%","-2,58%","2,20%","-2,62%","2,88%","1,48%","19,28%","2,18%"
SECO-WARWICK,SECOGROUP,2018/Q4,"10,93%","4,02%","5,64%","3,64%","6,54%","4,90%","22,35%","6,23%"
SECO-WARWICK,SECOGROUP,2019/Q1,"10,73%","4,13%","5,90%","3,76%","6,82%","4,95%","22,69%","6,49%"
SECO-WARWICK,SECOGROUP,2019/Q2,"9,05%","3,61%","5,18%","3,33%","6,61%","4,44%","23,55%","5,63%"
SECO-WARWICK,SECOGROUP,2019/Q3,"9,34%","3,85%","5,60%","3,79%","7,26%","5,20%","24,63%","5,69%"
SECO-WARWICK,SECOGROUP,2019/Q4,"8,09%","3,36%","5,07%","3,39%","5,79%","4,49%","24,58%","5,02%"
SECO-WARWICK,SECOGROUP,2020/Q1,"7,09%","2,97%","4,46%","3,13%","5,34%","4,38%","24,35%","4,24%"
SECO-WARWICK,SECOGROUP,2020/Q2,"6,97%","3,14%","5,27%","3,30%","5,97%","4,77%","24,69%","5,03%"
SECO-WARWICK,SECOGROUP,2020/Q3,"5,12%","2,23%","4,38%","2,51%","5,14%","3,74%","23,83%","3,90%"
SECO-WARWICK,SECOGROUP,2020/Q4,"7,31%","3,06%","4,89%","3,54%","2,99%","4,40%","21,82%","4,23%"
SECO-WARWICK,SECOGROUP,2021/Q1,"7,38%","3,17%","5,37%","3,65%","3,31%","4,30%","22,13%","4,66%"
SECO-WARWICK,SECOGROUP,2021/Q2,"7,46%","3,34%","4,52%","3,46%","2,93%","3,82%","21,17%","4,36%"
SECO-WARWICK,SECOGROUP,2021/Q3,"9,22%","4,01%","5,40%","4,20%","3,93%","4,65%","21,57%","5,16%"
SECO-WARWICK,SECOGROUP,2021/Q4,"8,80%","3,70%","5,18%","3,65%","6,01%","4,20%","22,51%","5,26%"
SECO-WARWICK,SECOGROUP,2022/Q1,"7,63%","3,04%","5,39%","3,09%","6,30%","3,61%","22,50%","5,29%"
SECO-WARWICK,SECOGROUP,2022/Q2,"11,39%","4,34%","6,49%","4,58%","7,29%","5,44%","22,93%","6,15%"
SECO-WARWICK,SECOGROUP,2022/Q3,"13,26%","4,83%","7,60%","5,07%","8,18%","6,12%","23,14%","7,24%"
SECO-WARWICK,SECOGROUP,2022/Q4,"13,81%","5,26%","6,75%","4,92%","6,84%","5,35%","22,06%","7,23%"
SECO-WARWICK,SECOGROUP,2023/Q1,"16,72%","6,65%","7,16%","5,73%","7,15%","6,21%","22,39%","8,31%"
SECO-WARWICK,SECOGROUP,2023/Q2,"14,42%","5,47%","6,36%","4,64%","6,59%","5,07%","22,09%","7,49%"
SECO-WARWICK,SECOGROUP,2023/Q3,"11,68%","4,39%","5,20%","4,04%","5,36%","4,25%","22,02%","5,65%"
SECO-WARWICK,SECOGROUP,2023/Q4,"14,57%","5,65%","5,92%","5,18%","5,91%","4,43%","22,40%","6,46%"
SECO-WARWICK,SECOGROUP,2024/Q1,"13,09%","5,08%","5,39%","4,71%","5,40%","4,11%","21,63%","5,81%"
SECO-WARWICK,SECOGROUP,2024/Q2,"12,23%","4,71%","4,48%","4,31%","4,30%","3,47%","20,75%","4,89%"
SECO-WARWICK,SECOGROUP,2024/Q3,"11,53%","4,19%","4,20%","3,97%","4,15%","3,06%","20,13%","4,44%"
SECO-WARWICK,SECOGROUP,2024/Q4,"9,31%","3,43%","4,46%","3,41%","4,82%","3,89%","20,99%","4,48%"
SECO-WARWICK,SECOGROUP,2025/Q1,"8,98%","3,55%","4,30%","3,28%","4,59%","3,60%","21,06%","4,65%"
TARCZYNSKI,TARCZYNSKI,2010/Q4,"23,05%","8,88%","6,06%","5,95%","5,26%","4,79%","19,95%","9,04%"
TARCZYNSKI,TARCZYNSKI,2011/Q4,"4,25%","1,50%","2,54%","1,02%","2,07%","1,24%","17,74%","3,75%"
TARCZYNSKI,TARCZYNSKI,2012/Q4,"16,59%","4,57%","5,49%","2,79%","5,27%","3,65%","19,96%","8,99%"
TARCZYNSKI,TARCZYNSKI,2013/Q2,"10,18%","3,71%","5,16%","2,79%","4,87%","3,54%","20,45%","6,85%"
TARCZYNSKI,TARCZYNSKI,2013/Q3,"10,02%","3,58%","4,73%","2,63%","4,54%","3,36%","19,67%","6,43%"
TARCZYNSKI,TARCZYNSKI,2013/Q4,"8,07%","2,82%","3,86%","2,08%","3,39%","2,65%","19,16%","5,25%"
TARCZYNSKI,TARCZYNSKI,2014/Q1,"7,40%","2,40%","3,59%","1,91%","3,13%","2,42%","18,61%","4,51%"
TARCZYNSKI,TARCZYNSKI,2014/Q2,"6,27%","1,93%","3,26%","1,54%","2,89%","2,07%","18,50%","4,08%"
TARCZYNSKI,TARCZYNSKI,2014/Q3,"8,14%","2,66%","3,96%","2,04%","3,55%","2,68%","19,49%","5,17%"
TARCZYNSKI,TARCZYNSKI,2014/Q4,"9,26%","3,00%","4,37%","2,36%","4,88%","3,03%","21,40%","5,56%"
TARCZYNSKI,TARCZYNSKI,2015/Q1,"11,21%","3,55%","4,99%","2,82%","4,87%","3,60%","22,33%","6,28%"
TARCZYNSKI,TARCZYNSKI,2015/Q2,"13,17%","4,34%","5,76%","3,46%","5,63%","4,36%","23,73%","7,22%"
TARCZYNSKI,TARCZYNSKI,2015/Q3,"14,35%","4,77%","6,22%","3,82%","6,11%","4,84%","23,49%","7,75%"
TARCZYNSKI,TARCZYNSKI,2015/Q4,"13,98%","4,81%","5,94%","3,69%","4,98%","4,62%","22,32%","7,73%"
