Ticker,Nazwa,Kwartały,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji
VOTUM,VOTUM,2021/Q2,"-223,80%","-329,97%"
VOTUM,VOTUM,2021/Q3,"-377,76%","-1 058,37%"
VOTUM,VOTUM,2021/Q4,"4 913,17%","-95,46%"
VOTUM,VOTUM,2022/Q1,"1 037,69%","-180,09%"
VOTUM,VOTUM,2022/Q2,"596,42%","-140,67%"
VOTUM,VOTUM,2022/Q3,"504,74%","11,52%"
VOTUM,VOTUM,2022/Q4,"474,36%","7,43%"
VOTUM,VOTUM,2023/Q1,"402,52%","24,62%"
VOTUM,VOTUM,2023/Q2,"305,62%","39,45%"
VOTUM,VOTUM,2023/Q3,"405,28%","53,64%"
VOTUM,VOTUM,2023/Q4,"322,08%","61,03%"
VOTUM,VOTUM,2024/Q1,"336,98%","-21,39%"
VOTUM,VOTUM,2024/Q2,"364,24%","-62,03%"
VOTUM,VOTUM,2024/Q3,"179,83%","33,88%"
VOTUM,VOTUM,2024/Q4,"104,41%","24,39%"
VOTUM,VOTUM,2025/Q1,"92,88%","11,32%"
VOXEL,VOXEL,2009/Q4,"38,44%","132,71%"
VOXEL,VOXEL,2010/Q4,"6,47%","83,79%"
VOXEL,VOXEL,2011/Q2,"9,83%","83,79%"
VOXEL,VOXEL,2011/Q3,"-1,40%","90,15%"
VOXEL,VOXEL,2011/Q4,"-231,58%","89,44%"
VOXEL,VOXEL,2012/Q1,"-5,63%","111,35%"
VOXEL,VOXEL,2012/Q2,"-44,66%","111,35%"
VOXEL,VOXEL,2012/Q3,"-10,53%","175,04%"
VOXEL,VOXEL,2012/Q4,"102,23%","365,56%"
VOXEL,VOXEL,2013/Q1,"230,03%","77,68%"
VOXEL,VOXEL,2013/Q2,"-369,80%","-899,79%"
VOXEL,VOXEL,2013/Q3,"83,38%","99,08%"
VOXEL,VOXEL,2013/Q4,"60,23%","120,23%"
VOXEL,VOXEL,2014/Q1,"32,77%","129,58%"
VOXEL,VOXEL,2014/Q2,"9,40%","63,86%"
VOXEL,VOXEL,2014/Q3,"-0,81%","101,60%"
VOXEL,VOXEL,2014/Q4,"-16,52%","99,25%"
VOXEL,VOXEL,2015/Q1,"-9,80%","96,57%"
VOXEL,VOXEL,2015/Q2,"10,10%","85,38%"
VOXEL,VOXEL,2015/Q3,"27,34%","101,22%"
VOXEL,VOXEL,2015/Q4,"42,35%","58,88%"
VOXEL,VOXEL,2016/Q1,"36,99%","47,49%"
VOXEL,VOXEL,2016/Q2,"47,69%","75,66%"
VOXEL,VOXEL,2016/Q3,"42,36%","38,00%"
VOXEL,VOXEL,2016/Q4,"48,96%","110,41%"
VOXEL,VOXEL,2017/Q1,"56,24%","92,99%"
VOXEL,VOXEL,2017/Q2,"45,81%","76,01%"
VOXEL,VOXEL,2017/Q3,"72,30%","145,02%"
VOXEL,VOXEL,2017/Q4,"56,07%","32,02%"
VOXEL,VOXEL,2018/Q1,"71,10%","64,96%"
VOXEL,VOXEL,2018/Q2,"83,83%","1 215,74%"
VOXEL,VOXEL,2018/Q3,"71,16%","12,13%"
VOXEL,VOXEL,2018/Q4,"77,24%","163,59%"
VOXEL,VOXEL,2019/Q1,"64,71%","109,47%"
VOXEL,VOXEL,2019/Q2,"70,69%","92,06%"
VOXEL,VOXEL,2019/Q3,"55,88%","140,03%"
VOXEL,VOXEL,2019/Q4,"46,67%","100,22%"
VOXEL,VOXEL,2020/Q1,"38,60%","86,69%"
VOXEL,VOXEL,2020/Q2,"23,89%","79,45%"
VOXEL,VOXEL,2020/Q3,"39,24%","91,08%"
VOXEL,VOXEL,2020/Q4,"57,18%","80,91%"
VOXEL,VOXEL,2021/Q1,"69,99%","82,23%"
VOXEL,VOXEL,2021/Q2,"76,11%","36,76%"
VOXEL,VOXEL,2021/Q3,"65,62%","63,58%"
VOXEL,VOXEL,2021/Q4,"66,35%","45,50%"
VOXEL,VOXEL,2022/Q1,"57,35%","40,36%"
VOXEL,VOXEL,2022/Q2,"59,10%","734,57%"
VOXEL,VOXEL,2022/Q3,"63,82%","145,98%"
VOXEL,VOXEL,2022/Q4,"46,18%","320,74%"
VOXEL,VOXEL,2023/Q1,"51,53%","1 407,49%"
VOXEL,VOXEL,2023/Q2,"55,60%","278,93%"
VOXEL,VOXEL,2023/Q3,"50,22%","58,02%"
VOXEL,VOXEL,2023/Q4,"57,52%","56,14%"
VOXEL,VOXEL,2024/Q1,"64,57%","73,18%"
VOXEL,VOXEL,2024/Q2,"70,98%","79,78%"
VOXEL,VOXEL,2024/Q3,"88,80%","95,25%"
VOXEL,VOXEL,2024/Q4,"78,84%","119,30%"
VOXEL,VOXEL,2025/Q1,"87,04%","142,52%"
VRC,VERCOM,2017/Q4,,
VRC,VERCOM,2018/Q4,"62,45%","57,81%"
VRC,VERCOM,2019/Q4,"95,89%","131,46%"
VRC,VERCOM,2020/Q4,"76,68%","71,44%"
VRC,VERCOM,2021/Q1,"74,43%","58,98%"
VRC,VERCOM,2021/Q2,"109,53%","11,84%"
VRC,VERCOM,2021/Q3,"81,44%","45,93%"
VRC,VERCOM,2021/Q4,"74,58%","40,52%"
VRC,VERCOM,2022/Q1,"78,42%","41,47%"
VRC,VERCOM,2022/Q2,"67,59%","196,16%"
VRC,VERCOM,2022/Q3,"48,90%","144,00%"
VRC,VERCOM,2022/Q4,"60,56%","144,57%"
VRC,VERCOM,2023/Q1,"55,90%","141,79%"
VRC,VERCOM,2023/Q2,"66,85%",
VRC,VERCOM,2023/Q3,"76,05%",
VRC,VERCOM,2023/Q4,"82,53%",
VRC,VERCOM,2024/Q1,"84,79%",
VRC,VERCOM,2024/Q2,"80,41%",
VRC,VERCOM,2024/Q3,"83,17%",
VRC,VERCOM,2024/Q4,"68,15%","13,29%"
VRC,VERCOM,2025/Q1,"77,00%","18,95%"
VRG,VRG,2004/Q4,"165,93%","-152,98%"
VRG,VRG,2005/Q4,"133,63%","75,28%"
VRG,VRG,2006/Q1,"83,45%","21,73%"
VRG,VRG,2006/Q2,"80,86%","53,64%"
VRG,VRG,2006/Q3,"-88,38%","61,75%"
VRG,VRG,2006/Q4,"-40,00%",
VRG,VRG,2007/Q1,"-39,49%",
VRG,VRG,2007/Q2,"-48,44%","0,27%"
VRG,VRG,2007/Q3,"-80,43%",
VRG,VRG,2007/Q4,"-6 335,39%","829,63%"
VRG,VRG,2008/Q1,"-284,54%","-39,49%"
VRG,VRG,2008/Q2,"-390,15%","105,46%"
VRG,VRG,2008/Q3,"-121,58%","95,75%"
VRG,VRG,2008/Q4,"720,77%","113,93%"
VRG,VRG,2009/Q1,"-21 265,80%","107,55%"
VRG,VRG,2009/Q2,"-1 314,58%","-1 841,57%"
VRG,VRG,2009/Q3,"-442,78%","-44,51%"
VRG,VRG,2009/Q4,"58,61%","165,57%"
VRG,VRG,2010/Q1,"138,67%","-2 361,20%"
VRG,VRG,2010/Q2,"77,05%","-623,15%"
VRG,VRG,2010/Q3,"23,59%","143,61%"
VRG,VRG,2010/Q4,"5,26%","22,88%"
VRG,VRG,2011/Q1,"-1,24%","9,54%"
VRG,VRG,2011/Q2,"2,47%","8,67%"
VRG,VRG,2011/Q3,"-15,49%","18,33%"
VRG,VRG,2011/Q4,"0,15%",
VRG,VRG,2012/Q1,"-29,63%","87,18%"
VRG,VRG,2012/Q2,"-34,53%",
VRG,VRG,2012/Q3,"-89,36%",
VRG,VRG,2012/Q4,"-988,41%",
VRG,VRG,2013/Q1,"-176,07%",
VRG,VRG,2013/Q2,"96,99%","-206,86%"
VRG,VRG,2013/Q3,"219,10%","90,40%"
VRG,VRG,2013/Q4,"222,46%","71,53%"
VRG,VRG,2014/Q1,"353,08%","92,95%"
VRG,VRG,2014/Q2,"286,43%","100,81%"
VRG,VRG,2014/Q3,"153,08%","112,98%"
VRG,VRG,2014/Q4,"107,64%","168,86%"
VRG,VRG,2015/Q1,"104,67%","118,62%"
VRG,VRG,2015/Q2,"155,21%","125,55%"
VRG,VRG,2015/Q3,"162,15%","101,11%"
VRG,VRG,2015/Q4,"109,80%","84,24%"
VRG,VRG,2016/Q1,"164,30%","87,06%"
VRG,VRG,2016/Q2,"192,11%","100,47%"
VRG,VRG,2016/Q3,"646,27%","99,25%"
VRG,VRG,2016/Q4,"586,27%","93,50%"
VRG,VRG,2017/Q1,"426,47%","94,54%"
VRG,VRG,2017/Q2,"585,16%","98,01%"
VRG,VRG,2017/Q3,"519,37%","84,34%"
VRG,VRG,2017/Q4,"210,44%","98,22%"
VRG,VRG,2018/Q1,"200,18%","84,15%"
VRG,VRG,2018/Q2,"121,95%","62,11%"
VRG,VRG,2018/Q3,"128,94%","75,64%"
VRG,VRG,2018/Q4,"100,13%","52,16%"
VRG,VRG,2019/Q1,"195,82%","64,69%"
VRG,VRG,2019/Q2,"112,22%","78,45%"
VRG,VRG,2019/Q3,"84,76%","110,24%"
VRG,VRG,2019/Q4,"58,92%","196,26%"
VRG,VRG,2020/Q1,"26,17%","1 556,58%"
VRG,VRG,2020/Q2,"4,78%","38,05%"
VRG,VRG,2020/Q3,"7,18%","36,03%"
VRG,VRG,2020/Q4,"-27,88%","40,66%"
VRG,VRG,2021/Q1,"-21,79%","115,09%"
VRG,VRG,2021/Q2,"-2,60%","-58,00%"
VRG,VRG,2021/Q3,"11,18%","87,39%"
VRG,VRG,2021/Q4,"34,62%","20,11%"
VRG,VRG,2022/Q1,"40,48%","28,93%"
VRG,VRG,2022/Q2,"47,81%","21,15%"
VRG,VRG,2022/Q3,"49,09%","76,00%"
VRG,VRG,2022/Q4,"53,13%","418,43%"
VRG,VRG,2023/Q1,"55,14%","289,33%"
VRG,VRG,2023/Q2,"62,51%","-13 688,84%"
VRG,VRG,2023/Q3,"57,38%","126,19%"
VRG,VRG,2023/Q4,"48,34%","195,88%"
VRG,VRG,2024/Q1,"53,87%","210,79%"
VRG,VRG,2024/Q2,"55,28%","1 635,03%"
VRG,VRG,2024/Q3,"89,34%","-27 414,08%"
VRG,VRG,2024/Q4,"89,29%","-168,35%"
VRG,VRG,2025/Q1,"92,39%","106,53%"
VIVID-GAMES,VIVID,2010/Q4,,
VIVID-GAMES,VIVID,2011/Q4,"200,00%","34,48%"
VIVID-GAMES,VIVID,2012/Q1,"419,30%","34,48%"
VIVID-GAMES,VIVID,2012/Q2,"-20,40%","21,81%"
VIVID-GAMES,VIVID,2012/Q3,"-17,02%","27,06%"
VIVID-GAMES,VIVID,2012/Q4,"-18,58%","80,16%"
VIVID-GAMES,VIVID,2013/Q1,"-31,90%","20,45%"
VIVID-GAMES,VIVID,2013/Q2,"349,45%","41,32%"
VIVID-GAMES,VIVID,2013/Q3,"-140,63%",
VIVID-GAMES,VIVID,2013/Q4,"97,05%","66,11%"
VIVID-GAMES,VIVID,2014/Q1,"212,24%","-184,81%"
VIVID-GAMES,VIVID,2014/Q2,"163,87%","69,37%"
VIVID-GAMES,VIVID,2014/Q3,"202,33%","78,29%"
VIVID-GAMES,VIVID,2014/Q4,"-1 775,84%","47,05%"
VIVID-GAMES,VIVID,2015/Q1,"852,36%","6,00%"
VIVID-GAMES,VIVID,2015/Q2,"-188,16%",
VIVID-GAMES,VIVID,2015/Q3,"1 155,87%","26,89%"
VIVID-GAMES,VIVID,2015/Q4,"134,76%","53,64%"
VIVID-GAMES,VIVID,2016/Q1,"111,24%","75,40%"
VIVID-GAMES,VIVID,2016/Q2,"82,81%","91,31%"
VIVID-GAMES,VIVID,2016/Q3,"-53,44%","225,56%"
VIVID-GAMES,VIVID,2016/Q4,"107,08%","173,62%"
VIVID-GAMES,VIVID,2017/Q1,"35,74%","175,08%"
VIVID-GAMES,VIVID,2017/Q2,"2,94%","52,40%"
VIVID-GAMES,VIVID,2017/Q3,"4,02%","54,49%"
VIVID-GAMES,VIVID,2017/Q4,"-207,65%","76,03%"
VIVID-GAMES,VIVID,2018/Q1,"-209,48%","75,29%"
VIVID-GAMES,VIVID,2018/Q2,"-732,40%","-808,49%"
VIVID-GAMES,VIVID,2018/Q3,"-2 991,33%","-334,44%"
VIVID-GAMES,VIVID,2018/Q4,"-118,15%","292,53%"
VIVID-GAMES,VIVID,2019/Q1,"-94,61%","158,45%"
VIVID-GAMES,VIVID,2019/Q2,"-61,47%","112,18%"
VIVID-GAMES,VIVID,2019/Q3,"-23,64%","87,29%"
VIVID-GAMES,VIVID,2019/Q4,"9,88%","88,98%"
VIVID-GAMES,VIVID,2020/Q1,"37,73%","97,04%"
VIVID-GAMES,VIVID,2020/Q2,"45,39%","65,89%"
VIVID-GAMES,VIVID,2020/Q3,"39,50%","44,11%"
VIVID-GAMES,VIVID,2020/Q4,"33,18%","26,88%"
VIVID-GAMES,VIVID,2021/Q1,"17,04%","29,14%"
VIVID-GAMES,VIVID,2021/Q2,"-112,33%","-30,83%"
VIVID-GAMES,VIVID,2021/Q3,"-143,78%","-18,99%"
VIVID-GAMES,VIVID,2021/Q4,"-728,95%","-51,24%"
VIVID-GAMES,VIVID,2022/Q1,"-784,30%","-64,41%"
VIVID-GAMES,VIVID,2022/Q2,"-326,13%","102,86%"
VIVID-GAMES,VIVID,2022/Q3,"-239,97%",
VIVID-GAMES,VIVID,2022/Q4,"-77,44%",
VIVID-GAMES,VIVID,2023/Q1,"-88,12%",
VIVID-GAMES,VIVID,2023/Q2,"-84,23%",
VIVID-GAMES,VIVID,2023/Q3,"111,13%","-74,75%"
VIVID-GAMES,VIVID,2023/Q4,"-82,85%","134,35%"
VIVID-GAMES,VIVID,2024/Q1,"-93,61%","112,69%"
VIVID-GAMES,VIVID,2024/Q2,"-155,10%","126,12%"
VIVID-GAMES,VIVID,2024/Q3,"-168,36%","87,66%"
VIVID-GAMES,VIVID,2024/Q4,"-53,41%","107,51%"
VIVID-GAMES,VIVID,2025/Q1,"-23,42%","105,54%"
WASKO,WASKO,2004/Q4,"-39,59%",
WASKO,WASKO,2005/Q4,"39,31%",
WASKO,WASKO,2006/Q1,"16,43%",
WASKO,WASKO,2006/Q2,"24,15%",
WASKO,WASKO,2006/Q3,"33,71%",
WASKO,WASKO,2006/Q4,"209,43%","7,70%"
WASKO,WASKO,2007/Q1,"47,97%","7,33%"
WASKO,WASKO,2007/Q2,"102,60%","49,96%"
WASKO,WASKO,2007/Q3,"105,14%","134,35%"
WASKO,WASKO,2007/Q4,"103,93%","55,00%"
WASKO,WASKO,2008/Q1,"294,98%","644,70%"
WASKO,WASKO,2008/Q2,"44,60%","95,99%"
WASKO,WASKO,2008/Q3,"112,82%","132,98%"
WASKO,WASKO,2008/Q4,"43,92%","246,77%"
WASKO,WASKO,2009/Q1,"25,90%","154,79%"
WASKO,WASKO,2009/Q2,"-73,08%","-266,16%"
WASKO,WASKO,2009/Q3,"14,61%","103,41%"
WASKO,WASKO,2009/Q4,"3,30%","78,62%"
WASKO,WASKO,2010/Q1,"19,00%","94,80%"
WASKO,WASKO,2010/Q2,"8,78%","78,34%"
WASKO,WASKO,2010/Q3,"36,17%","72,51%"
WASKO,WASKO,2010/Q4,"66,16%","52,49%"
WASKO,WASKO,2011/Q1,"-1 647,58%","106,52%"
WASKO,WASKO,2011/Q2,"35,51%","35,65%"
WASKO,WASKO,2011/Q3,"39,63%","108,22%"
WASKO,WASKO,2011/Q4,"45,76%","71,92%"
WASKO,WASKO,2012/Q1,"24,94%","63,49%"
WASKO,WASKO,2012/Q2,"75,36%","112,05%"
WASKO,WASKO,2012/Q3,"39,49%","84,38%"
WASKO,WASKO,2012/Q4,"16,23%","61,66%"
WASKO,WASKO,2013/Q1,"58,93%","91,13%"
WASKO,WASKO,2013/Q2,"-185,37%","-390,64%"
WASKO,WASKO,2013/Q3,"91,13%",
WASKO,WASKO,2013/Q4,"-144,15%","-32,15%"
WASKO,WASKO,2014/Q1,"-416,68%","117,47%"
WASKO,WASKO,2014/Q2,"21,91%","9,47%"
WASKO,WASKO,2014/Q3,"172,81%","4 870,06%"
WASKO,WASKO,2014/Q4,"146,78%","78,65%"
WASKO,WASKO,2015/Q1,"126,84%","110,15%"
WASKO,WASKO,2015/Q2,"50,21%","65,29%"
WASKO,WASKO,2015/Q3,"34,21%","46,14%"
WASKO,WASKO,2015/Q4,"24,17%","24,92%"
WASKO,WASKO,2016/Q1,"12,97%","23,59%"
WASKO,WASKO,2016/Q2,"13,25%","29,10%"
WASKO,WASKO,2016/Q3,"11,47%","30,85%"
WASKO,WASKO,2016/Q4,"3,59%","-51,10%"
WASKO,WASKO,2017/Q1,"33,71%","-2 240,36%"
WASKO,WASKO,2017/Q2,"69,80%","260,27%"
WASKO,WASKO,2017/Q3,"39,46%","173,33%"
WASKO,WASKO,2017/Q4,"-289,37%","2 034,57%"
WASKO,WASKO,2018/Q1,"47,36%","144,00%"
WASKO,WASKO,2018/Q2,"8,50%","54,73%"
WASKO,WASKO,2018/Q3,"-436,87%","62,41%"
WASKO,WASKO,2018/Q4,"28,48%","27,81%"
WASKO,WASKO,2019/Q1,"127,89%","65,32%"
WASKO,WASKO,2019/Q2,"-22,69%","-139,66%"
WASKO,WASKO,2019/Q3,"-60,08%","2 111,90%"
WASKO,WASKO,2019/Q4,"149,69%","139,84%"
WASKO,WASKO,2020/Q1,"-49,67%","1 352,61%"
WASKO,WASKO,2020/Q2,"30,96%","145,64%"
WASKO,WASKO,2020/Q3,"4,97%","158,18%"
WASKO,WASKO,2020/Q4,"17,81%","28,02%"
WASKO,WASKO,2021/Q1,"26,01%","51,98%"
WASKO,WASKO,2021/Q2,"29,24%","50,73%"
WASKO,WASKO,2021/Q3,"61,24%","47,15%"
WASKO,WASKO,2021/Q4,"-811,98%","-154,52%"
WASKO,WASKO,2022/Q1,"18,30%","23,13%"
WASKO,WASKO,2022/Q2,"42,93%","46,80%"
WASKO,WASKO,2022/Q3,"39,24%","97,02%"
WASKO,WASKO,2022/Q4,"15,58%","34,96%"
WASKO,WASKO,2023/Q1,"53,07%","-101,86%"
WASKO,WASKO,2023/Q2,"269,84%","-41,30%"
WASKO,WASKO,2023/Q3,"-115,69%","68,74%"
WASKO,WASKO,2023/Q4,"-1,18%","6,52%"
WASKO,WASKO,2024/Q1,"5,79%","9,78%"
WASKO,WASKO,2024/Q2,"31,29%","22,10%"
WASKO,WASKO,2024/Q3,"27,87%","15,92%"
WASKO,WASKO,2024/Q4,"47,12%","125,74%"
WASKO,WASKO,2025/Q1,"23,95%","30,68%"
WIS,WINVEST,2004/Q4,"566,67%",
WIS,WINVEST,2005/Q4,"790,14%",
WIS,WINVEST,2006/Q1,"80,12%",
WIS,WINVEST,2006/Q2,"26,94%","80,56%"
WIS,WINVEST,2006/Q3,"39,86%","80,86%"
WIS,WINVEST,2006/Q4,"42,44%","63,16%"
WIS,WINVEST,2007/Q1,"63,83%","88,35%"
WIS,WINVEST,2007/Q2,"-397,86%","46,62%"
WIS,WINVEST,2007/Q3,"-811,14%","63,26%"
WIS,WINVEST,2007/Q4,"174,99%","101,03%"
WIS,WINVEST,2008/Q1,"62,96%","99,08%"
WIS,WINVEST,2008/Q2,"40,60%","152,23%"
WIS,WINVEST,2008/Q3,"18,90%","136,44%"
WIS,WINVEST,2008/Q4,"12,80%","110,45%"
WIS,WINVEST,2009/Q1,"17,45%","113,87%"
WIS,WINVEST,2009/Q2,"-0,18%","124,93%"
WIS,WINVEST,2009/Q3,"-26,33%","137,07%"
WIS,WINVEST,2009/Q4,"-2 635,64%","1 061,34%"
WIS,WINVEST,2010/Q1,"-2 324,95%","-101,53%"
WIS,WINVEST,2010/Q2,"-1 810,23%","10,88%"
WIS,WINVEST,2010/Q3,"-1 736,74%","85,99%"
WIS,WINVEST,2010/Q4,"-2 491,72%","106,92%"
WIS,WINVEST,2011/Q1,"-3 711,00%","114,29%"
WIS,WINVEST,2011/Q2,"8 218,45%","578,38%"
WIS,WINVEST,2011/Q3,"8 923,69%","328,99%"
WIS,WINVEST,2011/Q4,"-881,22%","337,74%"
WIS,WINVEST,2012/Q1,"-400,50%","173,98%"
WIS,WINVEST,2012/Q2,"-17,22%","97,68%"
WIS,WINVEST,2012/Q3,"40,10%","85,06%"
WIS,WINVEST,2012/Q4,"396,91%","115,68%"
WIS,WINVEST,2013/Q1,"69,55%","19,79%"
WIS,WINVEST,2013/Q2,"-103,75%",
WIS,WINVEST,2013/Q3,"-39,39%",
WIS,WINVEST,2013/Q4,"-46,22%",
WIS,WINVEST,2014/Q1,"-53,24%",
WIS,WINVEST,2014/Q2,"-118,67%","1 596,15%"
WIS,WINVEST,2014/Q3,"-151,13%",
WIS,WINVEST,2014/Q4,"67,08%","112,84%"
WIS,WINVEST,2015/Q1,"125,39%","87,43%"
WIS,WINVEST,2015/Q2,"110,55%","98,36%"
WIS,WINVEST,2015/Q3,"49,99%","165,43%"
WIS,WINVEST,2015/Q4,"238,64%","130,34%"
WIS,WINVEST,2016/Q1,"18,03%","125,80%"
WIS,WINVEST,2016/Q2,"44,40%","231,80%"
WIS,WINVEST,2016/Q3,"29,83%","153,90%"
WIS,WINVEST,2016/Q4,"-34 810,89%","588,19%"
WIS,WINVEST,2017/Q1,"-181,18%","144,78%"
WIS,WINVEST,2017/Q2,"-122,62%","102,41%"
WIS,WINVEST,2017/Q3,"-143,79%","101,60%"
WIS,WINVEST,2017/Q4,"-61,95%","100,16%"
WIS,WINVEST,2018/Q1,"-138,39%","100,15%"
WIS,WINVEST,2018/Q2,"169,55%",
WIS,WINVEST,2018/Q3,"232,09%",
WIS,WINVEST,2018/Q4,"18 374 400,00%",
WIS,WINVEST,2019/Q1,"18 482 000,00%",
WIS,WINVEST,2019/Q2,"2 028 988,87%",
WIS,WINVEST,2019/Q3,"2 249 950,00%",
WIS,WINVEST,2019/Q4,"18 960,00%",
WIS,WINVEST,2020/Q1,"17 660,00%",
WIS,WINVEST,2020/Q2,"2 983,33%",
WIS,WINVEST,2020/Q3,"59 600,00%",
WIS,WINVEST,2020/Q4,"554 100,00%",
WIS,WINVEST,2021/Q1,"511 900,00%",
WIS,WINVEST,2021/Q2,,
WIS,WINVEST,2021/Q3,,
WIS,WINVEST,2021/Q4,"64 000,00%",
WIS,WINVEST,2022/Q1,"106 500,00%",
WIS,WINVEST,2022/Q2,"352,94%",
WIS,WINVEST,2022/Q3,"325,49%",
WIS,WINVEST,2022/Q4,"63,14%",
WIS,WINVEST,2023/Q1,"-36,13%",
WIS,WINVEST,2023/Q2,"54,93%",
WIS,WINVEST,2023/Q3,"-66,20%",
WIS,WINVEST,2023/Q4,,
WIS,WINVEST,2024/Q1,,
WIS,WINVEST,2024/Q2,"235 100,00%",
WIS,WINVEST,2024/Q3,,
WIS,WINVEST,2024/Q4,"20 950,00%",
WIS,WINVEST,2025/Q1,"21 150,00%",
WIELTON,WIELTON,2006/Q4,"34,93%","79,36%"
WIELTON,WIELTON,2007/Q4,"141,84%","24,95%"
WIELTON,WIELTON,2008/Q1,"221,93%","60,71%"
WIELTON,WIELTON,2008/Q2,"741,09%","85,12%"
WIELTON,WIELTON,2008/Q3,"-1 499,06%","114,40%"
WIELTON,WIELTON,2008/Q4,"-130,17%","-209,60%"
WIELTON,WIELTON,2009/Q1,"-124,64%","-397,50%"
WIELTON,WIELTON,2009/Q2,"-1 368,00%","110,83%"
WIELTON,WIELTON,2009/Q3,"-134,49%","150,56%"
WIELTON,WIELTON,2009/Q4,"-168,94%","82,05%"
WIELTON,WIELTON,2010/Q1,"-110,65%","211,14%"
WIELTON,WIELTON,2010/Q2,"-126,51%","-28,38%"
WIELTON,WIELTON,2010/Q3,"-91,56%","33,16%"
WIELTON,WIELTON,2010/Q4,"-42,76%","100,45%"
WIELTON,WIELTON,2011/Q1,"-50,52%","67,71%"
WIELTON,WIELTON,2011/Q2,"-7,79%","114,66%"
WIELTON,WIELTON,2011/Q3,"8,88%","140,10%"
WIELTON,WIELTON,2011/Q4,"46,92%","97,38%"
WIELTON,WIELTON,2012/Q1,"101,26%","107,56%"
WIELTON,WIELTON,2012/Q2,"136,49%","79,33%"
WIELTON,WIELTON,2012/Q3,"205,99%","115,73%"
WIELTON,WIELTON,2012/Q4,"188,42%","116,65%"
WIELTON,WIELTON,2013/Q1,"110,60%","93,38%"
WIELTON,WIELTON,2013/Q2,"100,95%","291,62%"
WIELTON,WIELTON,2013/Q3,"79,45%","39,21%"
WIELTON,WIELTON,2013/Q4,"54,88%","32,31%"
WIELTON,WIELTON,2014/Q1,"46,59%","42,94%"
WIELTON,WIELTON,2014/Q2,"46,81%","44,98%"
WIELTON,WIELTON,2014/Q3,"44,53%","89,05%"
WIELTON,WIELTON,2014/Q4,"70,08%","164,53%"
WIELTON,WIELTON,2015/Q1,"58,81%","53,93%"
WIELTON,WIELTON,2015/Q2,"37,95%","105,08%"
WIELTON,WIELTON,2015/Q3,"53,50%","108,88%"
WIELTON,WIELTON,2015/Q4,"79,82%","108,12%"
WIELTON,WIELTON,2016/Q1,"72,96%","93,42%"
WIELTON,WIELTON,2016/Q2,"92,89%","81,64%"
WIELTON,WIELTON,2016/Q3,"138,37%","125,45%"
WIELTON,WIELTON,2016/Q4,"82,79%","16,21%"
WIELTON,WIELTON,2017/Q1,"77,98%","44,78%"
WIELTON,WIELTON,2017/Q2,"74,65%","11,04%"
WIELTON,WIELTON,2017/Q3,"58,30%","41,04%"
WIELTON,WIELTON,2017/Q4,"67,34%","91,00%"
WIELTON,WIELTON,2018/Q1,"85,39%","88,94%"
WIELTON,WIELTON,2018/Q2,"88,60%","101,18%"
WIELTON,WIELTON,2018/Q3,"85,72%","107,79%"
WIELTON,WIELTON,2018/Q4,"104,29%","107,33%"
WIELTON,WIELTON,2019/Q1,"120,93%","130,46%"
WIELTON,WIELTON,2019/Q2,"83,01%","102,99%"
WIELTON,WIELTON,2019/Q3,"109,76%","96,58%"
WIELTON,WIELTON,2019/Q4,"53,30%","77,63%"
WIELTON,WIELTON,2020/Q1,"28,09%","58,38%"
WIELTON,WIELTON,2020/Q2,"35,39%","114,11%"
WIELTON,WIELTON,2020/Q3,"13,86%","58,28%"
WIELTON,WIELTON,2020/Q4,"20,85%","69,65%"
WIELTON,WIELTON,2021/Q1,"27,77%","57,40%"
WIELTON,WIELTON,2021/Q2,"34,20%","57,73%"
WIELTON,WIELTON,2021/Q3,"46,69%","123,42%"
WIELTON,WIELTON,2021/Q4,"36,71%","69,13%"
WIELTON,WIELTON,2022/Q1,"-87,98%","-420,88%"
WIELTON,WIELTON,2022/Q2,"-283,00%","166,10%"
WIELTON,WIELTON,2022/Q3,"1 101,31%","69,63%"
WIELTON,WIELTON,2022/Q4,"275,65%","106,00%"
WIELTON,WIELTON,2023/Q1,"58,42%","65,65%"
WIELTON,WIELTON,2023/Q2,"34,09%","85,09%"
WIELTON,WIELTON,2023/Q3,"44,14%","108,23%"
WIELTON,WIELTON,2023/Q4,"38,93%","129,05%"
WIELTON,WIELTON,2024/Q1,"42,94%","172,35%"
WIELTON,WIELTON,2024/Q2,"12,17%","134,02%"
WIELTON,WIELTON,2024/Q3,"-112,79%","131,52%"
WIELTON,WIELTON,2024/Q4,"364,25%","104,53%"
WIELTON,WIELTON,2025/Q1,"264,80%","78,66%"
WIRTUALNA-POLSKA,WIRTUALNA,2012/Q4,"78,87%","266,24%"
WIRTUALNA-POLSKA,WIRTUALNA,2013/Q4,"14,11%","77,24%"
WIRTUALNA-POLSKA,WIRTUALNA,2014/Q4,"10,93%","93,69%"
WIRTUALNA-POLSKA,WIRTUALNA,2015/Q1,"11,08%","89,73%"
WIRTUALNA-POLSKA,WIRTUALNA,2015/Q2,"19,99%","57,67%"
WIRTUALNA-POLSKA,WIRTUALNA,2015/Q3,"10,64%","59,78%"
WIRTUALNA-POLSKA,WIRTUALNA,2015/Q4,"4,92%","90,02%"
